#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
POLR2K	POLR1A	1852637	1845426	9606.ENSP00000342889	9606.ENSP00000263857	0	0	0	0	0	0.955	0.900	0	0.995
POLR3F	POLR2H	1856714	1847696	9606.ENSP00000366828	9606.ENSP00000296223	0	0	0	0	0.235	0.949	0.900	0	0.995
POLR2F	GTF2F1	1860435	1858200	9606.ENSP00000403852	9606.ENSP00000377969	0	0	0	0	0.060	0.958	0.900	0	0.995
POLR2L	TWISTNB	1850615	1842926	9606.ENSP00000324124	9606.ENSP00000222567	0	0	0	0	0.100	0.949	0.900	0	0.995
GTF2B	POLR2E	1855275	1842493	9606.ENSP00000359531	9606.ENSP00000215587	0	0	0	0	0.087	0.954	0.900	0	0.995
POLR2F	POLR1B	1860435	1845333	9606.ENSP00000403852	9606.ENSP00000263331	0	0	0	0	0.173	0.955	0.900	0	0.995
POLR3E	POLR2E	1848107	1842493	9606.ENSP00000299853	9606.ENSP00000215587	0	0	0	0	0.101	0.954	0.900	0	0.995
FAM125A	TSG101	1850682	1844091	9606.ENSP00000324810	9606.ENSP00000251968	0	0	0	0	0	0.960	0.900	0	0.995
POLR2H	POLR3K	1847696	1847447	9606.ENSP00000296223	9606.ENSP00000293860	0	0	0	0	0.274	0.949	0.900	0	0.995
POLR3H	POLR3K	1853162	1847447	9606.ENSP00000347345	9606.ENSP00000293860	0	0	0	0	0.092	0.949	0.900	0	0.994
TUBB2A	TUBA1C	1857206	1848245	9606.ENSP00000369703	9606.ENSP00000301072	0	0	0	0.919	0.761	0.791	0.900	0	0.994
POLR2L	POLR3B	1850615	1843139	9606.ENSP00000324124	9606.ENSP00000228347	0	0	0	0	0.068	0.949	0.900	0	0.994
TUBB4A	TUBA4A	1845475	1843912	9606.ENSP00000264071	9606.ENSP00000248437	0	0	0	0.918	0.739	0.804	0.900	0	0.994
POLR1E	POLR2L	1856755	1850615	9606.ENSP00000367029	9606.ENSP00000324124	0	0	0	0	0.073	0.948	0.900	0	0.994
TAF8	TAF1	1855796	1846471	9606.ENSP00000362068	9606.ENSP00000276072	0	0	0	0	0.108	0.979	0.720	0	0.994
POLR2L	POLR3E	1850615	1848107	9606.ENSP00000324124	9606.ENSP00000299853	0	0	0	0	0.053	0.948	0.900	0	0.994
CCT2	HSPE1	1848044	1843372	9606.ENSP00000299300	9606.ENSP00000233893	0	0	0	0	0.970	0.803	0	0	0.994
POLR1D	POLR3E	1848409	1848107	9606.ENSP00000302478	9606.ENSP00000299853	0	0	0	0	0.097	0.948	0.900	0	0.994
TBP	TAF9	1843249	1842675	9606.ENSP00000230354	9606.ENSP00000217893	0	0	0	0	0.094	0.946	0.900	0	0.994
POLR2K	POLR1B	1852637	1845333	9606.ENSP00000342889	9606.ENSP00000263331	0	0	0	0	0.060	0.949	0.900	0	0.994
GTF2F1	POLR2H	1858200	1847696	9606.ENSP00000377969	9606.ENSP00000296223	0	0	0	0	0.053	0.948	0.900	0	0.994
POLR2K	POLR3B	1852637	1843139	9606.ENSP00000342889	9606.ENSP00000228347	0	0	0	0	0.054	0.949	0.900	0	0.994
POLR3F	POLR2L	1856714	1850615	9606.ENSP00000366828	9606.ENSP00000324124	0	0	0	0	0.094	0.949	0.900	0	0.994
TUBB2B	TUBA4A	1844727	1843912	9606.ENSP00000259818	9606.ENSP00000248437	0	0	0	0.917	0.739	0.804	0.900	0	0.994
POLR3A	POLR2K	1855667	1852637	9606.ENSP00000361446	9606.ENSP00000342889	0	0	0	0	0	0.935	0.900	0	0.993
TUBA1B	TUBA1C	1851928	1848245	9606.ENSP00000336799	9606.ENSP00000301072	0	0	0	0.990	0.746	0.774	0.900	0	0.993
TAF2	TAF8	1856824	1855796	9606.ENSP00000367406	9606.ENSP00000362068	0	0	0	0	0.080	0.930	0.900	0	0.993
TAF2	TAF11	1856824	1854176	9606.ENSP00000367406	9606.ENSP00000354633	0	0	0	0	0.068	0.931	0.900	0	0.993
LARS	MARS	1858198	1845042	9606.ENSP00000377954	9606.ENSP00000262027	0	0	0	0	0.735	0.774	0.900	0	0.993
POLR2F	POLR3K	1860435	1847447	9606.ENSP00000403852	9606.ENSP00000293860	0	0	0	0	0.206	0.923	0.900	0	0.993
TAF6	TAF8	1860193	1855796	9606.ENSP00000399982	9606.ENSP00000362068	0	0	0	0	0.053	0.939	0.900	0	0.993
TAF5	TAF3	1855115	1852303	9606.ENSP00000358854	9606.ENSP00000340271	0	0	0	0	0.061	0.940	0.900	0	0.993
AP4E1	AP4B1	1845004	1844459	9606.ENSP00000261842	9606.ENSP00000256658	0	0	0	0	0.304	0.910	0.900	0	0.993
GTF2B	POLR2J	1855275	1847371	9606.ENSP00000359531	9606.ENSP00000292614	0	0	0	0	0.093	0.935	0.900	0	0.993
POLR3A	POLR3H	1855667	1853162	9606.ENSP00000361446	9606.ENSP00000347345	0	0	0	0	0.055	0.935	0.900	0	0.993
TAF6	TAF2	1860193	1856824	9606.ENSP00000399982	9606.ENSP00000367406	0	0	0	0	0.120	0.931	0.900	0	0.993
TAF5	TAF11	1855115	1854176	9606.ENSP00000358854	9606.ENSP00000354633	0	0	0	0	0.085	0.931	0.900	0	0.993
POLR3A	POLR2L	1855667	1850615	9606.ENSP00000361446	9606.ENSP00000324124	0	0	0	0	0.061	0.935	0.900	0	0.993
TUBB6	TUBA4A	1850072	1843912	9606.ENSP00000318697	9606.ENSP00000248437	0	0	0	0.922	0.739	0.768	0.900	0	0.993
SUPT5H	POLR2E	1860450	1842493	9606.ENSP00000404029	9606.ENSP00000215587	0	0	0	0	0.096	0.931	0.900	0	0.993
CCT5	HSPE1	1846664	1843372	9606.ENSP00000280326	9606.ENSP00000233893	0	0	0	0	0.961	0.803	0	0	0.992
SUPT5H	GTF2F2	1860450	1852373	9606.ENSP00000404029	9606.ENSP00000340823	0	0	0	0	0.072	0.930	0.900	0	0.992
TAF13	TAF9	1854288	1842675	9606.ENSP00000355051	9606.ENSP00000217893	0	0	0	0	0.073	0.922	0.900	0	0.992
SUPT5H	POLR2H	1860450	1847696	9606.ENSP00000404029	9606.ENSP00000296223	0	0	0	0	0	0.931	0.900	0	0.992
POLR3A	POLR1D	1855667	1848409	9606.ENSP00000361446	9606.ENSP00000302478	0	0	0	0	0.099	0.921	0.900	0	0.992
POLR1C	POLR3K	1855670	1847447	9606.ENSP00000361465	9606.ENSP00000293860	0	0	0	0	0.177	0.921	0.900	0	0.992
SUPT5H	POLR2I	1860450	1842866	9606.ENSP00000404029	9606.ENSP00000221859	0	0	0	0	0.054	0.922	0.900	0	0.992
TUBA1A	TUBB4A	1848244	1845475	9606.ENSP00000301071	9606.ENSP00000264071	0	0	0	0.918	0.752	0.740	0.900	0	0.992
TAF8	TAF11	1855796	1854176	9606.ENSP00000362068	9606.ENSP00000354633	0	0	0	0	0.084	0.926	0.900	0	0.992
TUBA1A	TUBB2B	1848244	1844727	9606.ENSP00000301071	9606.ENSP00000259818	0	0	0	0.917	0.747	0.740	0.900	0	0.992
CCT3	HSPE1	1847605	1843372	9606.ENSP00000295688	9606.ENSP00000233893	0	0	0	0	0.965	0.803	0	0	0.992
TAF4	TBP	1844180	1843249	9606.ENSP00000252996	9606.ENSP00000230354	0	0	0	0	0.090	0.922	0.900	0	0.992
FAM125A	VPS37B	1850682	1845927	9606.ENSP00000324810	9606.ENSP00000267202	0	0	0	0	0.096	0.923	0.900	0	0.992
TAF8	TAF12	1855796	1845448	9606.ENSP00000362068	9606.ENSP00000263974	0	0	0	0	0.054	0.930	0.900	0	0.992
TAF11	TAF9	1854176	1842675	9606.ENSP00000354633	9606.ENSP00000217893	0	0	0	0	0.102	0.922	0.900	0	0.992
CCT4	HSPE1	1858199	1843372	9606.ENSP00000377958	9606.ENSP00000233893	0	0	0	0	0.961	0.803	0	0	0.992
TRRAP	TAF9	1853208	1842675	9606.ENSP00000347733	9606.ENSP00000217893	0	0	0	0	0.051	0.924	0.900	0	0.992
TAF13	TBP	1854288	1843249	9606.ENSP00000355051	9606.ENSP00000230354	0	0	0	0	0.055	0.923	0.900	0	0.992
TAF11	TBP	1854176	1843249	9606.ENSP00000354633	9606.ENSP00000230354	0	0	0	0	0.056	0.922	0.900	0	0.992
TAF8	TAF13	1855796	1854288	9606.ENSP00000362068	9606.ENSP00000355051	0	0	0	0	0.054	0.930	0.900	0	0.992
AP4E1	AP4S1	1845004	1842588	9606.ENSP00000261842	9606.ENSP00000216366	0	0	0	0	0.118	0.922	0.900	0	0.992
POLR2A	GTF2H4	1849743	1844735	9606.ENSP00000314949	9606.ENSP00000259895	0	0	0	0	0.084	0.927	0.900	0	0.992
TUBA1B	TUBB4A	1851928	1845475	9606.ENSP00000336799	9606.ENSP00000264071	0	0	0	0.919	0.739	0.740	0.900	0	0.992
GTF2F1	GTF2H4	1858200	1844735	9606.ENSP00000377969	9606.ENSP00000259895	0	0	0	0	0.053	0.929	0.900	0	0.992
GTF2H5	GTF2F1	1861133	1858200	9606.ENSP00000415032	9606.ENSP00000377969	0	0	0	0	0.049	0.918	0.900	0	0.991
SUPT5H	POLR2G	1860450	1848338	9606.ENSP00000404029	9606.ENSP00000301788	0	0	0	0	0	0.919	0.900	0	0.991
DARS	RARS	1845491	1843297	9606.ENSP00000264161	9606.ENSP00000231572	0	0	0	0	0.327	0.886	0.900	0	0.991
CRCP	POLR3D	1858291	1848489	9606.ENSP00000378736	9606.ENSP00000303088	0	0	0	0	0.054	0.916	0.900	0	0.991
GTF2H5	POLR2C	1861133	1842734	9606.ENSP00000415032	9606.ENSP00000219252	0	0	0	0	0.060	0.921	0.900	0	0.991
GTF2F2	TBP	1852373	1843249	9606.ENSP00000340823	9606.ENSP00000230354	0	0	0	0	0.087	0.918	0.900	0	0.991
TAF12	TAF5L	1845448	1844584	9606.ENSP00000263974	9606.ENSP00000258281	0	0	0	0	0.127	0.909	0.900	0	0.991
POLR2G	TBP	1848338	1843249	9606.ENSP00000301788	9606.ENSP00000230354	0	0	0	0	0.096	0.899	0.900	0	0.990
GTF2H5	POLR2E	1861133	1842493	9606.ENSP00000415032	9606.ENSP00000215587	0	0	0	0	0.054	0.905	0.900	0	0.990
POLR2A	POLR3B	1849743	1843139	9606.ENSP00000314949	9606.ENSP00000228347	0	0	0	0	0.952	0.804	0	0	0.990
CCT8L2	CCT2	1853934	1848044	9606.ENSP00000353048	9606.ENSP00000299300	0	0	0	0.681	0.952	0.807	0	0	0.990
TAF2	TAF5	1856824	1855115	9606.ENSP00000367406	9606.ENSP00000358854	0	0	0	0	0.180	0.893	0.900	0	0.990
POLR2A	TBP	1849743	1843249	9606.ENSP00000314949	9606.ENSP00000230354	0	0	0	0	0.078	0.906	0.900	0	0.990
TAF2	TAF4	1856824	1844180	9606.ENSP00000367406	9606.ENSP00000252996	0	0	0	0	0.063	0.905	0.900	0	0.990
TAF5	TAF13	1855115	1854288	9606.ENSP00000358854	9606.ENSP00000355051	0	0	0	0	0.054	0.905	0.900	0	0.990
TAF8	TAF4	1855796	1844180	9606.ENSP00000362068	9606.ENSP00000252996	0	0	0	0	0.054	0.905	0.900	0	0.990
GTF2H4	POLR2E	1844735	1842493	9606.ENSP00000259895	9606.ENSP00000215587	0	0	0	0	0.061	0.905	0.900	0	0.990
IARS	DARS	1856347	1845491	9606.ENSP00000364794	9606.ENSP00000264161	0	0	0	0	0.417	0.846	0.900	0	0.990
POLR2J	GTF2H4	1847371	1844735	9606.ENSP00000292614	9606.ENSP00000259895	0	0	0	0	0.065	0.905	0.900	0	0.990
TAF6	TAF4	1860193	1844180	9606.ENSP00000399982	9606.ENSP00000252996	0	0	0	0	0.053	0.906	0.900	0	0.990
TUBA3E	TUBB2B	1850028	1844727	9606.ENSP00000318197	9606.ENSP00000259818	0	0	0	0.913	0.702	0.714	0.900	0	0.990
TBP	POLR2E	1843249	1842493	9606.ENSP00000230354	9606.ENSP00000215587	0	0	0	0	0.097	0.899	0.900	0	0.990
POLR3A	POLR3C	1855667	1851737	9606.ENSP00000361446	9606.ENSP00000334564	0	0	0	0	0.227	0.890	0.900	0	0.990
CCT8L2	CCT5	1853934	1846664	9606.ENSP00000353048	9606.ENSP00000280326	0	0	0	0.700	0.952	0.815	0	0	0.990
QARS	DARS	1848971	1845491	9606.ENSP00000307567	9606.ENSP00000264161	0	0	0	0	0.222	0.886	0.900	0	0.990
TUBA3E	TUBB4A	1850028	1845475	9606.ENSP00000318197	9606.ENSP00000264071	0	0	0	0.914	0.702	0.714	0.900	0	0.990
TAF8	TAF5	1855796	1855115	9606.ENSP00000362068	9606.ENSP00000358854	0	0	0	0	0.106	0.905	0.900	0	0.990
POLR2F	TBP	1860435	1843249	9606.ENSP00000403852	9606.ENSP00000230354	0	0	0	0	0.055	0.900	0.900	0	0.989
TAF8	TAF9	1855796	1842675	9606.ENSP00000362068	9606.ENSP00000217893	0	0	0	0	0.105	0.890	0.900	0	0.989
USP46	WDR48	1860688	1848962	9606.ENSP00000407818	9606.ENSP00000307491	0	0	0	0	0.388	0.982	0	0	0.989
POLR3F	POLR3A	1856714	1855667	9606.ENSP00000366828	9606.ENSP00000361446	0	0	0	0	0.145	0.890	0.900	0	0.989
TCP1	HSPE1	1849952	1843372	9606.ENSP00000317334	9606.ENSP00000233893	0	0	0	0	0.969	0.676	0	0	0.989
ATXN7	TAF10	1858626	1848061	9606.ENSP00000381590	9606.ENSP00000299424	0	0	0	0	0	0.896	0.900	0	0.989
TAF8	TBP	1855796	1843249	9606.ENSP00000362068	9606.ENSP00000230354	0	0	0	0	0.099	0.890	0.900	0	0.989
POLR2D	TBP	1846274	1843249	9606.ENSP00000272645	9606.ENSP00000230354	0	0	0	0	0.056	0.899	0.900	0	0.989
TBP	POLR2I	1843249	1842866	9606.ENSP00000230354	9606.ENSP00000221859	0	0	0	0	0.056	0.899	0.900	0	0.989
TAF13	TAF3	1854288	1852303	9606.ENSP00000355051	9606.ENSP00000340271	0	0	0	0	0	0.895	0.900	0	0.989
POLR2J	TBP	1847371	1843249	9606.ENSP00000292614	9606.ENSP00000230354	0	0	0	0	0.063	0.900	0.900	0	0.989
CCT8L2	CCT6B	1853934	1850900	9606.ENSP00000353048	9606.ENSP00000327191	0	0	0	0.656	0.961	0.748	0	0	0.989
TAF2	TAF12	1856824	1845448	9606.ENSP00000367406	9606.ENSP00000263974	0	0	0	0	0.094	0.893	0.900	0	0.989
GTF2H5	POLR2J	1861133	1847371	9606.ENSP00000415032	9606.ENSP00000292614	0	0	0	0	0.098	0.891	0.900	0	0.989
POLR3A	POLR3K	1855667	1847447	9606.ENSP00000361446	9606.ENSP00000293860	0	0	0	0	0.065	0.893	0.900	0	0.989
AP4M1	AP4E1	1853871	1845004	9606.ENSP00000352603	9606.ENSP00000261842	0	0	0	0	0.159	0.883	0.900	0	0.989
AIMP1	DARS	1858222	1845491	9606.ENSP00000378191	9606.ENSP00000264161	0	0	0	0	0.182	0.886	0.900	0	0.989
TAF3	TAF4	1852303	1844180	9606.ENSP00000340271	9606.ENSP00000252996	0	0	0	0	0.055	0.900	0.900	0	0.989
ATXN7	TRRAP	1858626	1853208	9606.ENSP00000381590	9606.ENSP00000347733	0	0	0	0	0.104	0.893	0.900	0	0.989
AP4B1	AP4S1	1844459	1842588	9606.ENSP00000256658	9606.ENSP00000216366	0	0	0	0	0.093	0.888	0.900	0	0.989
SUPT5H	POLR2D	1860450	1846274	9606.ENSP00000404029	9606.ENSP00000272645	0	0	0	0	0.054	0.892	0.900	0	0.988
TUBB	TUBA1C	1852162	1848245	9606.ENSP00000339001	9606.ENSP00000301072	0	0	0	0.921	0.739	0.804	0.800	0	0.988
TAF6L	TAF12	1847468	1845448	9606.ENSP00000294168	9606.ENSP00000263974	0	0	0	0	0.099	0.884	0.900	0	0.988
TAF2	TAF9	1856824	1842675	9606.ENSP00000367406	9606.ENSP00000217893	0	0	0	0	0.072	0.886	0.900	0	0.988
LARS	QARS	1858198	1848971	9606.ENSP00000377954	9606.ENSP00000307567	0	0	0	0	0.546	0.774	0.900	0	0.988
SUPT5H	POLR2J	1860450	1847371	9606.ENSP00000404029	9606.ENSP00000292614	0	0	0	0	0	0.892	0.900	0	0.988
IARS	KARS	1856347	1850738	9606.ENSP00000364794	9606.ENSP00000325448	0	0	0	0	0.522	0.774	0.900	0	0.988
POLR1B	POLR3B	1845333	1843139	9606.ENSP00000263331	9606.ENSP00000228347	0	0	0	0.753	0.950	0.774	0	0	0.988
GTF2H4	POLR2C	1844735	1842734	9606.ENSP00000259895	9606.ENSP00000219252	0	0	0	0	0.113	0.884	0.900	0	0.988
POLR3A	POLR3E	1855667	1848107	9606.ENSP00000361446	9606.ENSP00000299853	0	0	0	0	0.072	0.890	0.900	0	0.988
CRCP	POLR3A	1858291	1855667	9606.ENSP00000378736	9606.ENSP00000361446	0	0	0	0	0.052	0.890	0.900	0	0.988
POLR3A	POLR3D	1855667	1848489	9606.ENSP00000361446	9606.ENSP00000303088	0	0	0	0	0.059	0.890	0.900	0	0.988
AP4M1	AP4S1	1853871	1842588	9606.ENSP00000352603	9606.ENSP00000216366	0	0	0	0	0.129	0.875	0.900	0	0.988
POLR3H	POLR2L	1853162	1850615	9606.ENSP00000347345	9606.ENSP00000324124	0	0	0	0	0.092	0.870	0.900	0	0.987
CCT8L2	CCT6A	1853934	1846449	9606.ENSP00000353048	9606.ENSP00000275603	0	0	0	0.667	0.952	0.748	0	0	0.987
DARS	MARS	1845491	1845042	9606.ENSP00000264161	9606.ENSP00000262027	0	0	0	0	0.271	0.845	0.900	0	0.987
CRCP	POLR2E	1858291	1842493	9606.ENSP00000378736	9606.ENSP00000215587	0	0	0	0	0.102	0.875	0.900	0	0.987
CCT4	CCT8L2	1858199	1853934	9606.ENSP00000377958	9606.ENSP00000353048	0	0	0	0.673	0.952	0.752	0	0	0.987
KARS	RARS	1850738	1843297	9606.ENSP00000325448	9606.ENSP00000231572	0	0	0	0	0.490	0.774	0.900	0	0.987
GTF2H5	TBP	1861133	1843249	9606.ENSP00000415032	9606.ENSP00000230354	0	0	0	0	0.054	0.874	0.900	0	0.987
CCT7	HSPE1	1844568	1843372	9606.ENSP00000258091	9606.ENSP00000233893	0	0	0	0	0.962	0.676	0	0	0.987
TAF6L	TAF5L	1847468	1844584	9606.ENSP00000294168	9606.ENSP00000258281	0	0	0	0	0.180	0.854	0.900	0	0.986
TAF1L	TAF11	1861354	1854176	9606.ENSP00000418379	9606.ENSP00000354633	0	0	0	0	0.059	0.869	0.900	0	0.986
TAF5	TAF6L	1855115	1847468	9606.ENSP00000358854	9606.ENSP00000294168	0	0	0	0	0.180	0.854	0.900	0	0.986
GTF2B	POLR2B	1855275	1849572	9606.ENSP00000359531	9606.ENSP00000312735	0	0	0	0	0.168	0.853	0.900	0	0.986
TAF6	TAF5L	1860193	1844584	9606.ENSP00000399982	9606.ENSP00000258281	0	0	0	0	0.180	0.854	0.900	0	0.986
GTF2F1	POLR2J	1858200	1847371	9606.ENSP00000377969	9606.ENSP00000292614	0	0	0	0	0.053	0.872	0.900	0	0.986
VPS37A	TSG101	1850062	1844091	9606.ENSP00000318629	9606.ENSP00000251968	0	0	0	0	0.125	0.845	0.900	0	0.985
GTF2F1	TBP	1858200	1843249	9606.ENSP00000377969	9606.ENSP00000230354	0	0	0	0	0.073	0.858	0.900	0	0.985
TAF13	TAF1	1854288	1846471	9606.ENSP00000355051	9606.ENSP00000276072	0	0	0	0	0.047	0.861	0.900	0	0.985
TRRAP	TAF10	1853208	1848061	9606.ENSP00000347733	9606.ENSP00000299424	0	0	0	0	0	0.860	0.900	0	0.985
TUBB6	TUBA3E	1850072	1850028	9606.ENSP00000318697	9606.ENSP00000318197	0	0	0	0.914	0.702	0.531	0.900	0	0.984
LARS	DARS	1858198	1845491	9606.ENSP00000377954	9606.ENSP00000264161	0	0	0	0	0.269	0.807	0.900	0	0.984
LARS	RARS	1858198	1843297	9606.ENSP00000377954	9606.ENSP00000231572	0	0	0	0	0.365	0.774	0.900	0	0.984
TUBB4B	TUBA3E	1852441	1850028	9606.ENSP00000341289	9606.ENSP00000318197	0	0	0	0.914	0.702	0.531	0.900	0	0.984
KARS	QARS	1850738	1848971	9606.ENSP00000325448	9606.ENSP00000307567	0	0	0	0	0.357	0.779	0.900	0	0.984
LARS	KARS	1858198	1850738	9606.ENSP00000377954	9606.ENSP00000325448	0	0	0	0	0.350	0.774	0.900	0	0.984
TUBB2A	TUBA3E	1857206	1850028	9606.ENSP00000369703	9606.ENSP00000318197	0	0	0	0.914	0.702	0.531	0.900	0	0.984
TRRAP	TAF12	1853208	1845448	9606.ENSP00000347733	9606.ENSP00000263974	0	0	0	0	0.091	0.840	0.900	0	0.984
POLR3H	POLR2K	1853162	1852637	9606.ENSP00000347345	9606.ENSP00000342889	0	0	0	0	0.091	0.840	0.900	0	0.984
KARS	MARS	1850738	1845042	9606.ENSP00000325448	9606.ENSP00000262027	0	0	0	0	0.331	0.774	0.900	0	0.983
POLR2A	POLR1B	1849743	1845333	9606.ENSP00000314949	9606.ENSP00000263331	0	0	0	0	0.952	0.678	0	0	0.983
DARS	AIMP2	1845491	1842954	9606.ENSP00000264161	9606.ENSP00000223029	0	0	0	0	0.056	0.842	0.900	0	0.983
KARS	DARS	1850738	1845491	9606.ENSP00000325448	9606.ENSP00000264161	0	0	0	0.635	0.320	0.774	0.900	0	0.983
BBS10	HSPE1	1858086	1843372	9606.ENSP00000376946	9606.ENSP00000233893	0	0	0	0	0.952	0.676	0	0	0.983
MKKS	HSPE1	1843796	1843372	9606.ENSP00000246062	9606.ENSP00000233893	0	0	0	0	0.952	0.676	0	0	0.983
TAF5L	TAF4	1844584	1844180	9606.ENSP00000258281	9606.ENSP00000252996	0	0	0	0	0.063	0.841	0.900	0	0.983
EEF1E1	IARS	1857083	1856347	9606.ENSP00000369038	9606.ENSP00000364794	0	0	0	0	0.270	0.774	0.900	0	0.982
POLR2K	POLR1D	1852637	1848409	9606.ENSP00000342889	9606.ENSP00000302478	0	0	0	0	0.351	0.752	0.900	0	0.982
EEF1E1	KARS	1857083	1850738	9606.ENSP00000369038	9606.ENSP00000325448	0	0	0	0	0.185	0.798	0.900	0	0.982
EEF1E1	AIMP2	1857083	1842954	9606.ENSP00000369038	9606.ENSP00000223029	0	0	0	0	0.252	0.774	0.900	0	0.981
TAF5	TRRAP	1855115	1853208	9606.ENSP00000358854	9606.ENSP00000347733	0	0	0	0	0.101	0.810	0.900	0	0.981
SUPT5H	GTF2F1	1860450	1858200	9606.ENSP00000404029	9606.ENSP00000377969	0	0	0	0	0.405	0.711	0.900	0	0.981
GTF2B	POLR2H	1855275	1847696	9606.ENSP00000359531	9606.ENSP00000296223	0	0	0	0	0.055	0.819	0.900	0	0.981
TUBA1B	TUBA1A	1851928	1848244	9606.ENSP00000336799	9606.ENSP00000301071	0	0	0	0.991	0.236	0.774	0.900	0	0.981
TAF6	TRRAP	1860193	1853208	9606.ENSP00000399982	9606.ENSP00000347733	0	0	0	0	0.066	0.810	0.900	0	0.980
AIMP1	KARS	1858222	1850738	9606.ENSP00000378191	9606.ENSP00000325448	0	0	0	0	0.214	0.777	0.900	0	0.980
EEF1E1	RARS	1857083	1843297	9606.ENSP00000369038	9606.ENSP00000231572	0	0	0	0	0.208	0.774	0.900	0	0.980
KARS	AIMP2	1850738	1842954	9606.ENSP00000325448	9606.ENSP00000223029	0	0	0	0	0.209	0.774	0.900	0	0.980
IARS	AIMP2	1856347	1842954	9606.ENSP00000364794	9606.ENSP00000223029	0	0	0	0	0.216	0.774	0.900	0	0.980
TAF3	TBP	1852303	1843249	9606.ENSP00000340271	9606.ENSP00000230354	0	0	0	0	0.053	0.804	0.900	0	0.979
AIMP1	LARS	1858222	1858198	9606.ENSP00000378191	9606.ENSP00000377954	0	0	0	0	0.164	0.774	0.900	0	0.979
AP4M1	AP4B1	1853871	1844459	9606.ENSP00000352603	9606.ENSP00000256658	0	0	0	0	0.181	0.773	0.900	0	0.979
EEF1E1	QARS	1857083	1848971	9606.ENSP00000369038	9606.ENSP00000307567	0	0	0	0	0.074	0.791	0.900	0	0.979
TAF3	TAF12	1852303	1845448	9606.ENSP00000340271	9606.ENSP00000263974	0	0	0	0	0.055	0.790	0.900	0	0.978
POLR2K	GTF2F2	1852637	1852373	9606.ENSP00000342889	9606.ENSP00000340823	0	0	0	0	0	0.797	0.900	0	0.978
GTF2F1	TAF11	1858200	1854176	9606.ENSP00000377969	9606.ENSP00000354633	0	0	0	0	0.124	0.774	0.900	0	0.978
EEF1E1	DARS	1857083	1845491	9606.ENSP00000369038	9606.ENSP00000264161	0	0	0	0	0.108	0.774	0.900	0	0.978
AIMP1	EEF1E1	1858222	1857083	9606.ENSP00000378191	9606.ENSP00000369038	0	0	0	0	0.141	0.774	0.900	0	0.978
FAM125A	VPS37A	1850682	1850062	9606.ENSP00000324810	9606.ENSP00000318629	0	0	0	0	0.096	0.772	0.900	0	0.977
LARS	EEF1E1	1858198	1857083	9606.ENSP00000377954	9606.ENSP00000369038	0	0	0	0	0.067	0.774	0.900	0	0.977
ATXN7	TAF12	1858626	1845448	9606.ENSP00000381590	9606.ENSP00000263974	0	0	0	0	0	0.781	0.900	0	0.977
TUBB2A	TUBB4B	1857206	1852441	9606.ENSP00000369703	9606.ENSP00000341289	0	0	0	0.989	0.089	0.774	0.900	0	0.977
FAM125B	VPS37A	1854213	1850062	9606.ENSP00000354772	9606.ENSP00000318629	0	0	0	0	0.096	0.772	0.900	0	0.977
TRRAP	TAF4	1853208	1844180	9606.ENSP00000347733	9606.ENSP00000252996	0	0	0	0	0.053	0.774	0.900	0	0.976
TAF6	TAF3	1860193	1852303	9606.ENSP00000399982	9606.ENSP00000340271	0	0	0	0	0.055	0.774	0.900	0	0.976
CCT6B	CCT6A	1850900	1846449	9606.ENSP00000327191	9606.ENSP00000275603	0	0	0	0.987	0	0.774	0.900	0	0.976
TUBB4B	TUBB	1852441	1852162	9606.ENSP00000341289	9606.ENSP00000339001	0	0	0	0.989	0.062	0.774	0.900	0	0.976
TAF11	POLR2A	1854176	1849743	9606.ENSP00000354633	9606.ENSP00000314949	0	0	0	0	0.052	0.774	0.900	0	0.976
LARS	AIMP2	1858198	1842954	9606.ENSP00000377954	9606.ENSP00000223029	0	0	0	0	0.054	0.774	0.900	0	0.976
GTF2B	TAF11	1855275	1854176	9606.ENSP00000359531	9606.ENSP00000354633	0	0	0	0	0.055	0.774	0.900	0	0.976
TAF3	TAF1	1852303	1846471	9606.ENSP00000340271	9606.ENSP00000276072	0	0	0	0	0.059	0.774	0.900	0	0.976
SUPT5H	POLR3A	1860450	1855667	9606.ENSP00000404029	9606.ENSP00000361446	0	0	0	0	0.277	0.969	0	0	0.976
TUBA1A	TUBA4A	1848244	1843912	9606.ENSP00000301071	9606.ENSP00000248437	0	0	0	0.989	0	0.774	0.900	0	0.976
SUPT5H	POLR1A	1860450	1845426	9606.ENSP00000404029	9606.ENSP00000263857	0	0	0	0	0.277	0.969	0	0	0.976
POLR2L	POLR3K	1850615	1847447	9606.ENSP00000324124	9606.ENSP00000293860	0	0	0	0	0.309	0.668	0.900	0	0.975
TAF2	TAF13	1856824	1854288	9606.ENSP00000367406	9606.ENSP00000355051	0	0	0	0	0.050	0.750	0.900	0	0.974
TAF1L	TAF1	1861354	1846471	9606.ENSP00000418379	9606.ENSP00000276072	0	0	0	0.988	0.182	0.706	0.900	0	0.973
WDR20	WDR48	1860578	1848962	9606.ENSP00000406084	9606.ENSP00000307491	0	0	0	0	0.346	0.614	0.900	0	0.972
